Locus	Gene	Product	Group1_replicate 1	Group1_replicate 2	Group1_replicate 3	Group2_replicate 1	Group2_replicate 2	Group2_replicate 3	Group3_replicate 1	Group3_replicate 2	Group3_replicate 3	Input_ replicate 1	Input_replicate 2
FQ312003_intergenic_4106519_4106568	FQ312003_intergenic_4106519_4106568	FQ312003_intergenic_4106519_4106568	0	0	0	0	1	0	0	0	0	7	6
FQ312003_intergenic_4110608_4110854	FQ312003_intergenic_4110608_4110854	FQ312003_intergenic_4110608_4110854	4	4	0	0	0	0	0	4	0	945	594
FQ312003_intergenic_4112824_4112919	FQ312003_intergenic_4112824_4112919	FQ312003_intergenic_4112824_4112919	1	0	0	0	0	3	0	0	0	2	17
FQ312003_intergenic_4116839_4116871	FQ312003_intergenic_4116839_4116871	FQ312003_intergenic_4116839_4116871	0	3	0	3	0	3	0	2	11	425	321
FQ312003_intergenic_412054_412098	FQ312003_intergenic_412054_412098	FQ312003_intergenic_412054_412098	2	0	0	2	1	0	0	0	0	7	7
FQ312003_intergenic_4121009_4127039	FQ312003_intergenic_4121009_4127039	FQ312003_intergenic_4121009_4127039	16354	14962	93832	274248	110907	207130	2689	233884	594377	2049904	1954043
FQ312003_intergenic_4129979_4130467	FQ312003_intergenic_4129979_4130467	FQ312003_intergenic_4129979_4130467	6	0	0	2	2	4	2	12	8	198	134
FQ312003_intergenic_4133422_4133481	FQ312003_intergenic_4133422_4133481	FQ312003_intergenic_4133422_4133481	0	0	0	1	0	0	3	0	1	14	26
FQ312003_intergenic_4136980_4137162	FQ312003_intergenic_4136980_4137162	FQ312003_intergenic_4136980_4137162	0	2	0	2	0	1	0	0	1	111	117
FQ312003_intergenic_4138809_4138871	FQ312003_intergenic_4138809_4138871	FQ312003_intergenic_4138809_4138871	1	0	0	0	0	0	0	0	0	8	9
FQ312003_intergenic_4144904_4144921	FQ312003_intergenic_4144904_4144921	FQ312003_intergenic_4144904_4144921	1	0	0	1	0	0	1	0	0	48	172
FQ312003_intergenic_4146288_4146330	FQ312003_intergenic_4146288_4146330	FQ312003_intergenic_4146288_4146330	1	2	0	2	2	0	0	2	9	2487	2235
FQ312003_intergenic_4146761_4147078	FQ312003_intergenic_4146761_4147078	FQ312003_intergenic_4146761_4147078	7	0	0	28	12	18	6	15	47	14673	9146
FQ312003_intergenic_4148439_4148567	FQ312003_intergenic_4148439_4148567	FQ312003_intergenic_4148439_4148567	1	1	0	0	1	0	1	0	1	72	101
FQ312003_intergenic_414981_415111	FQ312003_intergenic_414981_415111	FQ312003_intergenic_414981_415111	1	2	0	1	1	2	0	2	8	799	586
FQ312003_intergenic_415488_415522	FQ312003_intergenic_415488_415522	FQ312003_intergenic_415488_415522	1	0	0	1	0	0	0	0	0	5	2
FQ312003_intergenic_4160809_4160914	FQ312003_intergenic_4160809_4160914	FQ312003_intergenic_4160809_4160914	4	0	0	0	0	0	0	0	1	139	109
FQ312003_intergenic_4162401_4163416	FQ312003_intergenic_4162401_4163416	FQ312003_intergenic_4162401_4163416	22	0	3	26	10	12	250	47	120	4211	3396
FQ312003_intergenic_4167601_4167861	FQ312003_intergenic_4167601_4167861	FQ312003_intergenic_4167601_4167861	3	0	3	2	2	4	4	0	13	4167	3679
FQ312003_intergenic_4170970_4171054	FQ312003_intergenic_4170970_4171054	FQ312003_intergenic_4170970_4171054	0	0	0	0	0	0	2	1	0	108	41
FQ312003_intergenic_417249_417412	FQ312003_intergenic_417249_417412	FQ312003_intergenic_417249_417412	3	0	0	0	0	0	2	0	0	220	72
FQ312003_intergenic_4173432_4173516	FQ312003_intergenic_4173432_4173516	FQ312003_intergenic_4173432_4173516	0	0	2	1	0	1	0	2	5	747	428
FQ312003_intergenic_4177001_4177035	FQ312003_intergenic_4177001_4177035	FQ312003_intergenic_4177001_4177035	2	0	0	0	0	0	0	0	0	19	26
FQ312003_intergenic_4179299_4179669	FQ312003_intergenic_4179299_4179669	FQ312003_intergenic_4179299_4179669	7	0	0	0	0	0	2	0	3	636	379
FQ312003_intergenic_4183072_4183240	FQ312003_intergenic_4183072_4183240	FQ312003_intergenic_4183072_4183240	5	4	0	4	1	0	4	0	0	454	596
FQ312003_intergenic_418401_418422	FQ312003_intergenic_418401_418422	FQ312003_intergenic_418401_418422	1	2	0	0	0	0	2	0	0	37	35
FQ312003_intergenic_4191109_4191256	FQ312003_intergenic_4191109_4191256	FQ312003_intergenic_4191109_4191256	1	0	0	0	1	0	0	0	0	11	5
FQ312003_intergenic_4193622_4193864	FQ312003_intergenic_4193622_4193864	FQ312003_intergenic_4193622_4193864	5	3	0	0	0	0	0	3	0	53	53
FQ312003_intergenic_4196201_4196358	FQ312003_intergenic_4196201_4196358	FQ312003_intergenic_4196201_4196358	0	0	0	0	0	0	0	1	1	360	295
FQ312003_intergenic_4197221_4197259	FQ312003_intergenic_4197221_4197259	FQ312003_intergenic_4197221_4197259	1	0	0	0	0	0	0	1	2	6	5
FQ312003_intergenic_4201894_4201998	FQ312003_intergenic_4201894_4201998	FQ312003_intergenic_4201894_4201998	1	3	4	0	0	4	0	0	8	421	467
FQ312003_intergenic_4205008_4205092	FQ312003_intergenic_4205008_4205092	FQ312003_intergenic_4205008_4205092	2	0	0	0	0	2	0	0	1	394	365
FQ312003_intergenic_4207459_4207611	FQ312003_intergenic_4207459_4207611	FQ312003_intergenic_4207459_4207611	2	0	0	0	2	0	1	0	0	31	16
FQ312003_intergenic_4209536_4209631	FQ312003_intergenic_4209536_4209631	FQ312003_intergenic_4209536_4209631	2	3	0	0	0	0	0	0	1	14	7
FQ312003_intergenic_4213095_4213183	FQ312003_intergenic_4213095_4213183	FQ312003_intergenic_4213095_4213183	2	3	0	0	0	0	0	0	0	16	7
FQ312003_intergenic_4217277_4223071	FQ312003_intergenic_4217277_4223071	FQ312003_intergenic_4217277_4223071	16656	15472	94989	275059	110107	207097	2668	231860	587210	2033205	1919732
FQ312003_intergenic_4227232_4227518	FQ312003_intergenic_4227232_4227518	FQ312003_intergenic_4227232_4227518	2	2	0	0	1	0	1	1	1	259	196
FQ312003_intergenic_4230406_4230639	FQ312003_intergenic_4230406_4230639	FQ312003_intergenic_4230406_4230639	5	4	2	2	0	2	0	0	6	183	331
FQ312003_intergenic_4231340_4231854	FQ312003_intergenic_4231340_4231854	FQ312003_intergenic_4231340_4231854	7	14	26	72	51	46	2	101	347	12302	5743
FQ312003_intergenic_4232471_4232558	FQ312003_intergenic_4232471_4232558	FQ312003_intergenic_4232471_4232558	6	1	0	0	0	0	0	2	2	68	97
FQ312003_intergenic_4234033_4234244	FQ312003_intergenic_4234033_4234244	FQ312003_intergenic_4234033_4234244	3	0	0	1	1	0	0	1	5	136	236
FQ312003_intergenic_4236813_4236986	FQ312003_intergenic_4236813_4236986	FQ312003_intergenic_4236813_4236986	5	4	2	0	3	0	1	4	9	84	136
FQ312003_intergenic_4238497_4238771	FQ312003_intergenic_4238497_4238771	FQ312003_intergenic_4238497_4238771	0	0	0	0	1	5	0	0	7	228	185
FQ312003_intergenic_424189_424600	FQ312003_intergenic_424189_424600	FQ312003_intergenic_424189_424600	3	0	0	0	2	0	4	0	0	86	42
FQ312003_intergenic_4246342_4246397	FQ312003_intergenic_4246342_4246397	FQ312003_intergenic_4246342_4246397	1	1	0	0	0	0	6	0	0	32	14
FQ312003_intergenic_4256149_4256206	FQ312003_intergenic_4256149_4256206	FQ312003_intergenic_4256149_4256206	2	0	0	0	0	0	0	0	0	16	6
FQ312003_intergenic_4258047_4258136	FQ312003_intergenic_4258047_4258136	FQ312003_intergenic_4258047_4258136	5	0	0	4	0	0	0	0	0	76	79
FQ312003_intergenic_4262907_4263023	FQ312003_intergenic_4262907_4263023	FQ312003_intergenic_4262907_4263023	5	1	0	0	0	0	6	0	3	15	11
FQ312003_intergenic_4269297_4269390	FQ312003_intergenic_4269297_4269390	FQ312003_intergenic_4269297_4269390	3	0	0	0	0	1	0	4	2	688	554
FQ312003_intergenic_4270328_4270494	FQ312003_intergenic_4270328_4270494	FQ312003_intergenic_4270328_4270494	4	0	0	2	1	0	1	0	3	80	98
FQ312003_intergenic_4271627_4271750	FQ312003_intergenic_4271627_4271750	FQ312003_intergenic_4271627_4271750	2	2	0	1	0	0	0	0	0	118	59
FQ312003_intergenic_4272910_4273163	FQ312003_intergenic_4272910_4273163	FQ312003_intergenic_4272910_4273163	0	2	2	0	0	0	2	0	2	38	26
FQ312003_intergenic_4276444_4276469	FQ312003_intergenic_4276444_4276469	FQ312003_intergenic_4276444_4276469	1	0	0	2	0	1	0	0	1	90	88
FQ312003_intergenic_4277398_4277439	FQ312003_intergenic_4277398_4277439	FQ312003_intergenic_4277398_4277439	1	0	0	0	0	0	0	0	0	1	0
FQ312003_intergenic_4280266_4280452	FQ312003_intergenic_4280266_4280452	FQ312003_intergenic_4280266_4280452	0	2	0	0	0	0	6	0	1	35	13
FQ312003_intergenic_4281390_4281441	FQ312003_intergenic_4281390_4281441	FQ312003_intergenic_4281390_4281441	4	1	0	1	0	0	0	0	1	25	15
FQ312003_intergenic_4283422_4283939	FQ312003_intergenic_4283422_4283939	FQ312003_intergenic_4283422_4283939	2	2	0	0	0	0	2	0	8	158	59
FQ312003_intergenic_4284724_4284780	FQ312003_intergenic_4284724_4284780	FQ312003_intergenic_4284724_4284780	0	0	0	0	0	0	0	0	0	12	3
FQ312003_intergenic_4287699_4287926	FQ312003_intergenic_4287699_4287926	FQ312003_intergenic_4287699_4287926	4	0	0	0	0	0	0	0	0	93	89
FQ312003_intergenic_4291933_4291982	FQ312003_intergenic_4291933_4291982	FQ312003_intergenic_4291933_4291982	0	0	0	0	0	0	1	0	1	158	188
FQ312003_intergenic_4292584_4292630	FQ312003_intergenic_4292584_4292630	FQ312003_intergenic_4292584_4292630	3	0	0	0	0	0	1	0	0	8	6
FQ312003_intergenic_4293634_4293717	FQ312003_intergenic_4293634_4293717	FQ312003_intergenic_4293634_4293717	0	3	0	3	1	4	0	3	8	77	102
FQ312003_intergenic_4294781_4294883	FQ312003_intergenic_4294781_4294883	FQ312003_intergenic_4294781_4294883	0	0	0	1	0	0	0	0	2	21	21
FQ312003_intergenic_429522_429896	FQ312003_intergenic_429522_429896	FQ312003_intergenic_429522_429896	6	0	0	0	0	0	0	0	2	446	447
FQ312003_intergenic_4296830_4296991	FQ312003_intergenic_4296830_4296991	FQ312003_intergenic_4296830_4296991	0	2	0	0	1	0	0	2	0	30	16
FQ312003_intergenic_4304734_4304888	FQ312003_intergenic_4304734_4304888	FQ312003_intergenic_4304734_4304888	1	0	0	1	1	0	0	0	0	20	14
FQ312003_intergenic_4312521_4312532	FQ312003_intergenic_4312521_4312532	FQ312003_intergenic_4312521_4312532	2	1	0	1	0	1	0	0	4	175	229
FQ312003_intergenic_4318205_4318502	FQ312003_intergenic_4318205_4318502	FQ312003_intergenic_4318205_4318502	3	1	0	8	2	0	3	2	11	1954	1650
FQ312003_intergenic_4318843_4318963	FQ312003_intergenic_4318843_4318963	FQ312003_intergenic_4318843_4318963	3	0	0	4	2	5	0	1	8	357	606
FQ312003_intergenic_4324695_4324748	FQ312003_intergenic_4324695_4324748	FQ312003_intergenic_4324695_4324748	1	1	0	0	0	0	0	0	2	32	44
FQ312003_intergenic_432571_432737	FQ312003_intergenic_432571_432737	FQ312003_intergenic_432571_432737	0	1	0	1	1	2	0	0	2	113	90
FQ312003_intergenic_4327048_4327150	FQ312003_intergenic_4327048_4327150	FQ312003_intergenic_4327048_4327150	2	3	7	20	0	16	0	8	37	3783	5617
FQ312003_intergenic_4328172_4328271	FQ312003_intergenic_4328172_4328271	FQ312003_intergenic_4328172_4328271	1	0	0	0	0	0	1	2	1	167	65
FQ312003_intergenic_4330163_4330518	FQ312003_intergenic_4330163_4330518	FQ312003_intergenic_4330163_4330518	6	1	0	0	0	0	4	0	0	1375	588
FQ312003_intergenic_4330937_4331100	FQ312003_intergenic_4330937_4331100	FQ312003_intergenic_4330937_4331100	3	2	0	1	1	0	0	0	2	690	663
FQ312003_intergenic_4334797_4334949	FQ312003_intergenic_4334797_4334949	FQ312003_intergenic_4334797_4334949	7	0	0	0	2	0	0	0	0	84	61
FQ312003_intergenic_4336771_4336904	FQ312003_intergenic_4336771_4336904	FQ312003_intergenic_4336771_4336904	0	0	0	0	0	0	0	0	1	61	43
FQ312003_intergenic_4338130_4338164	FQ312003_intergenic_4338130_4338164	FQ312003_intergenic_4338130_4338164	3	1	0	0	0	0	0	0	1	45	48
FQ312003_intergenic_4339822_4339915	FQ312003_intergenic_4339822_4339915	FQ312003_intergenic_4339822_4339915	0	0	0	0	0	0	2	2	4	56	29
FQ312003_intergenic_4340907_4340970	FQ312003_intergenic_4340907_4340970	FQ312003_intergenic_4340907_4340970	3	0	0	2	0	0	0	0	2	83	187
FQ312003_intergenic_4343933_4344090	FQ312003_intergenic_4343933_4344090	FQ312003_intergenic_4343933_4344090	0	0	0	0	0	0	0	0	4	71	43
FQ312003_intergenic_4348481_4348688	FQ312003_intergenic_4348481_4348688	FQ312003_intergenic_4348481_4348688	0	2	0	0	1	0	0	0	0	15	9
FQ312003_intergenic_434965_435032	FQ312003_intergenic_434965_435032	FQ312003_intergenic_434965_435032	1	0	0	1	2	0	1	0	0	641	318
FQ312003_intergenic_4354637_4354696	FQ312003_intergenic_4354637_4354696	FQ312003_intergenic_4354637_4354696	1	3	0	0	0	0	3	4	2	12	15
FQ312003_intergenic_4356531_4356640	FQ312003_intergenic_4356531_4356640	FQ312003_intergenic_4356531_4356640	0	0	0	2	0	0	0	0	0	364	288
FQ312003_intergenic_4359393_4359660	FQ312003_intergenic_4359393_4359660	FQ312003_intergenic_4359393_4359660	9	1	1	0	0	2	4	0	1	234	210
FQ312003_intergenic_4362790_4362806	FQ312003_intergenic_4362790_4362806	FQ312003_intergenic_4362790_4362806	3	0	0	1	0	0	1	0	0	52	60
FQ312003_intergenic_436345_436534	FQ312003_intergenic_436345_436534	FQ312003_intergenic_436345_436534	3	1	0	11	3	28	0	13	30	3795	2429
FQ312003_intergenic_4364284_4364467	FQ312003_intergenic_4364284_4364467	FQ312003_intergenic_4364284_4364467	4	0	0	0	4	6	0	0	4	20	52
FQ312003_intergenic_4366869_4366966	FQ312003_intergenic_4366869_4366966	FQ312003_intergenic_4366869_4366966	0	0	0	0	0	0	2	0	1	60	86
FQ312003_intergenic_436902_437152	FQ312003_intergenic_436902_437152	FQ312003_intergenic_436902_437152	4	1	1	3	0	1	0	4	11	623	464
FQ312003_intergenic_4369225_4369455	FQ312003_intergenic_4369225_4369455	FQ312003_intergenic_4369225_4369455	5	0	0	2	2	0	0	8	12	734	627
FQ312003_intergenic_4372239_4377952	FQ312003_intergenic_4372239_4377952	FQ312003_intergenic_4372239_4377952	16651	15068	94264	273890	110435	208792	2796	233354	593362	1999284	1882731
FQ312003_intergenic_4381026_4381133	FQ312003_intergenic_4381026_4381133	FQ312003_intergenic_4381026_4381133	2	0	0	2	0	0	1	4	0	413	203
FQ312003_intergenic_4381408_4381883	FQ312003_intergenic_4381408_4381883	FQ312003_intergenic_4381408_4381883	4	4	4	20	14	25	204	31	54	4796	4608
FQ312003_intergenic_4383169_4383297	FQ312003_intergenic_4383169_4383297	FQ312003_intergenic_4383169_4383297	2	0	0	0	2	1	2	0	10	99	76
FQ312003_intergenic_4384329_4384385	FQ312003_intergenic_4384329_4384385	FQ312003_intergenic_4384329_4384385	1	1	0	2	0	0	0	0	3	121	131
FQ312003_intergenic_4385623_4385941	FQ312003_intergenic_4385623_4385941	FQ312003_intergenic_4385623_4385941	0	0	16	24	7	16	28	23	71	544	1058
FQ312003_intergenic_4386972_4387188	FQ312003_intergenic_4386972_4387188	FQ312003_intergenic_4386972_4387188	5	0	2	0	5	3	0	6	20	292	404
FQ312003_intergenic_439602_439640	FQ312003_intergenic_439602_439640	FQ312003_intergenic_439602_439640	0	2	0	0	0	0	0	0	0	17	20
FQ312003_intergenic_4396333_4396630	FQ312003_intergenic_4396333_4396630	FQ312003_intergenic_4396333_4396630	2	3	0	0	0	0	0	0	2	113	30
FQ312003_intergenic_4397742_4397963	FQ312003_intergenic_4397742_4397963	FQ312003_intergenic_4397742_4397963	2	0	0	0	0	2	0	0	0	295	211
FQ312003_intergenic_4398253_4398302	FQ312003_intergenic_4398253_4398302	FQ312003_intergenic_4398253_4398302	2	1	0	0	0	0	0	0	1	1	2
FQ312003_intergenic_440197_440280	FQ312003_intergenic_440197_440280	FQ312003_intergenic_440197_440280	4	0	0	0	0	0	0	0	0	48	50
FQ312003_intergenic_4403768_4404030	FQ312003_intergenic_4403768_4404030	FQ312003_intergenic_4403768_4404030	2	0	0	0	0	0	0	26	9	356	304
FQ312003_intergenic_4407904_4407989	FQ312003_intergenic_4407904_4407989	FQ312003_intergenic_4407904_4407989	3	4	4	4	6	10	4	5	22	2789	1903
FQ312003_intergenic_4409564_4409716	FQ312003_intergenic_4409564_4409716	FQ312003_intergenic_4409564_4409716	1	1	0	1	0	0	1	0	0	81	93
FQ312003_intergenic_441145_441294	FQ312003_intergenic_441145_441294	FQ312003_intergenic_441145_441294	1	0	2	0	0	1	2	2	4	726	568
FQ312003_intergenic_4415433_4421485	FQ312003_intergenic_4415433_4421485	FQ312003_intergenic_4415433_4421485	16807	15170	94265	274112	111907	207473	2714	233564	593772	2060282	1918928
FQ312003_intergenic_4422024_4422079	FQ312003_intergenic_4422024_4422079	FQ312003_intergenic_4422024_4422079	0	0	0	0	0	0	0	0	1	25	11
FQ312003_intergenic_4423110_4423277	FQ312003_intergenic_4423110_4423277	FQ312003_intergenic_4423110_4423277	3	0	0	0	0	0	1	0	0	33	22
FQ312003_intergenic_44236_44261	FQ312003_intergenic_44236_44261	FQ312003_intergenic_44236_44261	1	0	0	0	0	0	0	0	1	12	14
FQ312003_intergenic_4429375_4429577	FQ312003_intergenic_4429375_4429577	FQ312003_intergenic_4429375_4429577	2	0	0	0	2	0	0	0	1	18	19
FQ312003_intergenic_4433362_4433602	FQ312003_intergenic_4433362_4433602	FQ312003_intergenic_4433362_4433602	2	0	2	2	0	0	0	4	0	135	90
FQ312003_intergenic_443377_443401	FQ312003_intergenic_443377_443401	FQ312003_intergenic_443377_443401	2	0	0	0	0	0	4	0	0	37	31
FQ312003_intergenic_4438996_4439156	FQ312003_intergenic_4438996_4439156	FQ312003_intergenic_4438996_4439156	2	0	0	0	0	0	1	0	0	61	52
FQ312003_intergenic_4439986_4440081	FQ312003_intergenic_4439986_4440081	FQ312003_intergenic_4439986_4440081	0	0	0	0	0	0	32	1	0	10	6
FQ312003_intergenic_4440473_4440620	FQ312003_intergenic_4440473_4440620	FQ312003_intergenic_4440473_4440620	2	2	0	0	0	0	0	0	0	137	66
FQ312003_intergenic_4445622_4445684	FQ312003_intergenic_4445622_4445684	FQ312003_intergenic_4445622_4445684	3	1	0	0	0	0	0	0	0	4	3
FQ312003_intergenic_4448621_4448847	FQ312003_intergenic_4448621_4448847	FQ312003_intergenic_4448621_4448847	1	5	0	0	2	2	0	0	0	21	13
FQ312003_intergenic_4454228_4454311	FQ312003_intergenic_4454228_4454311	FQ312003_intergenic_4454228_4454311	1	1	0	2	0	0	0	0	0	5	2
FQ312003_intergenic_445605_445676	FQ312003_intergenic_445605_445676	FQ312003_intergenic_445605_445676	2	0	0	0	0	0	1	0	0	29	21
FQ312003_intergenic_4457372_4457430	FQ312003_intergenic_4457372_4457430	FQ312003_intergenic_4457372_4457430	3	0	0	0	0	0	0	0	1	3	1
FQ312003_intergenic_4458754_4459228	FQ312003_intergenic_4458754_4459228	FQ312003_intergenic_4458754_4459228	2	4	0	0	0	0	2	2	2	196	69
FQ312003_intergenic_4459677_4459708	FQ312003_intergenic_4459677_4459708	FQ312003_intergenic_4459677_4459708	2	1	0	0	0	0	0	0	1	14	24
FQ312003_intergenic_4461159_4461402	FQ312003_intergenic_4461159_4461402	FQ312003_intergenic_4461159_4461402	6	6	2	2	0	1	0	0	5	281	150
FQ312003_intergenic_4463153_4463495	FQ312003_intergenic_4463153_4463495	FQ312003_intergenic_4463153_4463495	4	2	0	0	0	0	0	0	2	48	49
FQ312003_intergenic_4467371_4467412	FQ312003_intergenic_4467371_4467412	FQ312003_intergenic_4467371_4467412	2	0	0	0	1	0	0	0	1	66	52
FQ312003_intergenic_4467924_4467988	FQ312003_intergenic_4467924_4467988	FQ312003_intergenic_4467924_4467988	2	0	0	0	0	1	0	0	1	71	84
FQ312003_intergenic_4470539_4470569	FQ312003_intergenic_4470539_4470569	FQ312003_intergenic_4470539_4470569	3	0	0	0	0	0	1	1	1	0	3
FQ312003_intergenic_4471870_4472121	FQ312003_intergenic_4471870_4472121	FQ312003_intergenic_4471870_4472121	3	0	0	2	0	0	1	0	0	17	20
FQ312003_intergenic_4474779_4474841	FQ312003_intergenic_4474779_4474841	FQ312003_intergenic_4474779_4474841	3	1	0	0	0	0	1	0	1	10	11
FQ312003_intergenic_4475860_4475939	FQ312003_intergenic_4475860_4475939	FQ312003_intergenic_4475860_4475939	4	0	0	0	0	0	0	0	0	10	8
FQ312003_intergenic_4479943_4480012	FQ312003_intergenic_4479943_4480012	FQ312003_intergenic_4479943_4480012	5	0	0	1	0	2	0	1	3	2135	1296
FQ312003_intergenic_4481199_4481276	FQ312003_intergenic_4481199_4481276	FQ312003_intergenic_4481199_4481276	2	0	0	0	2	0	0	0	0	40	91
FQ312003_intergenic_4482703_4482730	FQ312003_intergenic_4482703_4482730	FQ312003_intergenic_4482703_4482730	1	1	0	2	0	0	2	0	1	605	351
FQ312003_intergenic_4483658_4483803	FQ312003_intergenic_4483658_4483803	FQ312003_intergenic_4483658_4483803	1	0	0	0	2	0	0	0	1	171	140
FQ312003_intergenic_4486301_4486412	FQ312003_intergenic_4486301_4486412	FQ312003_intergenic_4486301_4486412	2	1	2	0	0	0	0	0	0	176	216
FQ312003_intergenic_4486711_4486784	FQ312003_intergenic_4486711_4486784	FQ312003_intergenic_4486711_4486784	0	1	0	0	0	0	3	0	0	75	99
FQ312003_intergenic_4490460_4490544	FQ312003_intergenic_4490460_4490544	FQ312003_intergenic_4490460_4490544	0	2	0	0	0	0	0	1	0	8	15
FQ312003_intergenic_4491839_4491924	FQ312003_intergenic_4491839_4491924	FQ312003_intergenic_4491839_4491924	2	0	0	0	1	0	0	0	1	70	42
FQ312003_intergenic_4492739_4492766	FQ312003_intergenic_4492739_4492766	FQ312003_intergenic_4492739_4492766	5	0	0	0	0	0	0	0	3	62	80
FQ312003_intergenic_4494424_4494454	FQ312003_intergenic_4494424_4494454	FQ312003_intergenic_4494424_4494454	0	0	0	1	0	0	0	0	2	20	18
FQ312003_intergenic_4497462_4497527	FQ312003_intergenic_4497462_4497527	FQ312003_intergenic_4497462_4497527	0	2	0	0	0	0	0	0	1	52	29
FQ312003_intergenic_4498159_4499098	FQ312003_intergenic_4498159_4499098	FQ312003_intergenic_4498159_4499098	4	4	0	0	0	0	2	0	2	1668	538
FQ312003_intergenic_450117_450230	FQ312003_intergenic_450117_450230	FQ312003_intergenic_450117_450230	0	1	0	1	0	1	0	0	0	145	164
FQ312003_intergenic_4522602_4522778	FQ312003_intergenic_4522602_4522778	FQ312003_intergenic_4522602_4522778	5	1	2	1	0	0	0	0	3	76	150
FQ312003_intergenic_4523161_4523622	FQ312003_intergenic_4523161_4523622	FQ312003_intergenic_4523161_4523622	4	7	0	0	0	2	0	3	2	470	550
FQ312003_intergenic_452386_452693	FQ312003_intergenic_452386_452693	FQ312003_intergenic_452386_452693	5	4	0	2	4	0	2	4	13	1482	1017
FQ312003_intergenic_4526181_4526372	FQ312003_intergenic_4526181_4526372	FQ312003_intergenic_4526181_4526372	4	0	0	2	0	0	0	3	4	767	1667
FQ312003_intergenic_4527142_4527387	FQ312003_intergenic_4527142_4527387	FQ312003_intergenic_4527142_4527387	3	3	0	0	1	1	0	2	2	270	332
FQ312003_intergenic_4528838_4528886	FQ312003_intergenic_4528838_4528886	FQ312003_intergenic_4528838_4528886	1	0	0	0	1	0	2	0	0	6	4
FQ312003_intergenic_4534811_4534955	FQ312003_intergenic_4534811_4534955	FQ312003_intergenic_4534811_4534955	4	3	0	1	4	1	0	4	3	16	22
FQ312003_intergenic_4537015_4537100	FQ312003_intergenic_4537015_4537100	FQ312003_intergenic_4537015_4537100	0	0	0	1	0	0	0	1	0	177	117
FQ312003_intergenic_4544014_4544257	FQ312003_intergenic_4544014_4544257	FQ312003_intergenic_4544014_4544257	0	2	0	2	0	0	0	0	0	128	102
FQ312003_intergenic_4545669_4545725	FQ312003_intergenic_4545669_4545725	FQ312003_intergenic_4545669_4545725	1	1	0	2	0	0	0	0	0	5	8
FQ312003_intergenic_4546438_4546591	FQ312003_intergenic_4546438_4546591	FQ312003_intergenic_4546438_4546591	1	3	0	1	0	0	0	0	4	187	147
FQ312003_intergenic_4548840_4549093	FQ312003_intergenic_4548840_4549093	FQ312003_intergenic_4548840_4549093	5	0	0	0	0	0	2	0	4	50	43
FQ312003_intergenic_4550103_4550259	FQ312003_intergenic_4550103_4550259	FQ312003_intergenic_4550103_4550259	1	3	0	0	0	2	44	3	2	178	196
FQ312003_intergenic_4550795_4550845	FQ312003_intergenic_4550795_4550845	FQ312003_intergenic_4550795_4550845	2	1	0	1	1	0	0	1	1	74	78
FQ312003_intergenic_4551390_4551408	FQ312003_intergenic_4551390_4551408	FQ312003_intergenic_4551390_4551408	1	0	0	1	0	0	1	0	0	62	47
FQ312003_intergenic_4551845_4552211	FQ312003_intergenic_4551845_4552211	FQ312003_intergenic_4551845_4552211	6	4	0	0	0	0	0	1	4	708	514
FQ312003_intergenic_4553815_4553880	FQ312003_intergenic_4553815_4553880	FQ312003_intergenic_4553815_4553880	6	1	2	1	3	6	0	4	9	30	50
