Protein Accession No	Gene	Protein Description	Protein Mr	uninfected mouse 	Group 1	Group 2	Group 3	Group 1/Group2	Group 1/Group 3	Group 2/Group 3
SL1344_1322	orf70 	SL1344_1322 conserved hypothetical protein 1430672:1430884 forward MW:7947	7942	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1323	orf319 	SL1344_1323 hypothetical pathogenicity island protein 1430980:1431939 reverse MW:36459	36436	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1325	ssrB 	SL1344_1325 two-component response regulator 1433019:1433657 reverse MW:24354	24339	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1331	sseA 	SL1344_1331 Type III secretion system chaperone protein 1440510:1440779 forward MW:10128	10123	0.00000%	0.00000%	0.00000%	0.00000%	4.1699250014	-3.2647032262	-7.4346282276
SL1344_1333	sscA 	SL1344_1333 Type III secretion system chaperone protein 1441373:1441846 forward MW:18135	18123	0.00000%	0.00018%	0.00000%	0.00173%	-8.3837042925	0	8.3837042925
SL1344_1348	ssaV 	SL1344_1348 Type III secretion system apparatus 1450508:1452553 forward MW:75323	75274	0.00000%	0.00000%	0.00334%	0.00000%	0	0	0
SL1344_1349	ssaN 	SL1344_1349 Type III secretion ATP synthase 1452543:1453844 forward MW:47822	47792	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.4262647547	-5.4262647547
SL1344_1357	norM 	SL1344_1357 Probable multidrug resistance protein norM 1458814:1460187 reverse MW:49426	49394	0.00000%	0.00000%	0.00000%	0.00043%	0	0	0
SL1344_1358	ribE 	SL1344_1358 riboflavin synthase alpha chain 1460404:1461045 forward MW:23392	23377	0.00000%	0.00000%	0.00000%	0.00000%	-5.4387918526	-1.3923174228	4.0464744298
SL1344_1359	cfa 	SL1344_1359 cyclopropane-fatty-acyl-phospholipid synthase 1461087:1462235 reverse MW:43937	43909	0.00000%	0.00016%	0.00694%	0.00042%	0	0	0
SL1344_1362	purR 	SL1344_1362 purine nucleotide synthesis repressor 1464772:1465797 reverse MW:38048	38024	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.0334230015	-7.0334230015
SL1344_1363	sodB 	SL1344_1363 superoxide dismutase 1466265:1466846 reverse MW:21335	21323	0.00000%	0.00000%	0.00000%	0.00131%	4	4	0
SL1344_1365	ydhD 	SL1344_1365 conserved hypothetical protein 1468129:1468476 forward MW:12907	12900	0.00000%	0.00016%	0.00000%	0.00000%	0	-6.5545888517	-6.5545888517
SL1344_1366	rnt 	SL1344_1366 ribonuclease T 1468554:1469201 reverse MW:23535	23520	0.00000%	0.00000%	0.00000%	0.00094%	0	0	0
SL1344_1367	gloA 	SL1344_1367 lactoylglutathione lyase 1469302:1469709 reverse MW:14821	14812	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.3923174228	-5.3923174228
SL1344_1368	nemA 	SL1344_1368 N-ethylmaleimide reductase 1469778:1470875 reverse MW:39479	39455	0.00000%	0.00000%	0.00000%	0.00042%	0	-8.7414669864	-8.7414669864
SL1344_1369	ydhM 	SL1344_1369 hypothetical TetR-family transcriptional regulator 1470934:1471533 reverse MW:22248	22234	0.00000%	0.00000%	0.00000%	0.00428%	0	0	0
SL1344_1371	ydhF 	SL1344_1371 hypothetical oxidoreductase 1471926:1472822 forward MW:33681	33659	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1372	sodC 	SL1344_1372 copper-zinc superoxide dismutase 1472902:1473423 forward MW:17737	17726	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1374	ydhJ 	SL1344_1374 hypothetical HlyD-family protein 1475438:1476334 reverse MW:33023	33003	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1376	slyA 	SL1344_1376 Transcriptional regulator slyA. 1476732:1477172 forward MW:16703	16693	0.00000%	0.00000%	0.00000%	0.00000%	-4.7142455177	-1.716207034	2.9980384837
SL1344_1377	slyB 	SL1344_1377 outer membrane lipoprotein SlyB precursor 1477220:1477687 reverse MW:15547	15538	0.00000%	0.00028%	0.00735%	0.00092%	-4.1256767783	-4.9501240934	-0.824447315
SL1344_1378	anmK 	SL1344_1378 conserved hypothetical protein 1477959:1479080 forward MW:39736	39710	0.00000%	0.00103%	0.01798%	0.03184%	0	0	0
SL1344_1379	mliC 	SL1344_1379 lipoprotein 1479168:1479497 forward MW:12558	12550	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1380	pdxH 	SL1344_1380 pyridoxamine 5~-phosphate oxidase 1479556:1480212 forward MW:25499	25483	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1381	tyrS 	SL1344_1381 tyrosyl-tRNA synthetase 1480339:1481613 forward MW:47282	47252	0.00000%	0.00000%	0.00000%	0.00000%	-4.4051414631	-5.7813597135	-1.3762182504
SL1344_1382	pdxY 	SL1344_1382 pyridoxamine kinase (ec 2.7.1.35) (pm kinase) 1481673:1482533 forward MW:31113	31093	0.00000%	0.00016%	0.00339%	0.00880%	0	-7.0768155971	-7.0768155971
SL1344_1383	gst 	SL1344_1383 glutathione S-transferase 1482592:1483197 reverse MW:22443	22429	0.00000%	0.00000%	0.00000%	0.00135%	-8.3309168781	0	8.3309168781
SL1344_1384	tppB 	SL1344_1384 hypothetical proton/oligopeptide symporter 1483302:1484807 reverse MW:54340	54303	0.00000%	0.00000%	0.00322%	0.00000%	0	0	0
SL1344_1385	nth 	SL1344_1385 endonuclease III 1485409:1486044 reverse MW:23528	23513	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1386	rnfE 	SL1344_1386 Electron transport complex protein rnfE 1486044:1486736 reverse MW:24318	24302	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1387	rnfG 	SL1344_1387 Electron transport complex protein rnfG 1486739:1487359 reverse MW:22238	22224	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1389	rnfC 	SL1344_1389 Electron transport complex protein rnfC 1488422:1490629 reverse MW:78698	78649	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.3219280949	-5.3219280949
SL1344_1390	rnfB 	SL1344_1390 Electron transport complex protein rnfB 1490622:1491200 reverse MW:20659	20645	0.00000%	0.00000%	0.00000%	0.00040%	0	0	0
SL1344_1394	ydgJ 	SL1344_1394 hypothetical oxidoreductase 1493233:1494273 forward MW:38407	38383	0.00000%	0.00000%	0.00000%	0.00000%	-8.2992080184	-8.9772799235	-0.6780719051
SL1344_1395	add 	SL1344_1395 Adenosine deaminase 1494348:1495349 reverse MW:36236	36214	0.00000%	0.00000%	0.00315%	0.00504%	-9.3837042925	-7.0660891905	2.317615102
SL1344_1396	ydgA 	SL1344_1396 conserved hypothetical protein 1496053:1497561 reverse MW:54284	54250	0.00000%	0.00000%	0.00668%	0.00134%	0	-8.113742166	-8.113742166
SL1344_1397	manA 	SL1344_1397 mannose-6-phosphate isomerase 1497664:1498839 reverse MW:42591	42564	0.00000%	0.00000%	0.00000%	0.00277%	-9.3531468255	-9.1395513524	0.2135954731
SL1344_1398	fumA 	SL1344_1398 Fumarate hydratase class I, aerobic 1499039:1500685 forward MW:60259	60221	0.00000%	0.00000%	0.00654%	0.00564%	-8.2667865407	-8.1085244568	0.1582620839
SL1344_1400	fumC 	SL1344_1400 Fumarate hydratase class II 1500853:1502256 forward MW:50303	50271	0.00000%	0.00000%	0.00308%	0.00276%	0	-6.3750394313	-6.3750394313
SL1344_1401	tus 	SL1344_1401 DNA replication terminus site-binding protein 1502253:1503182 reverse MW:35487	35465	0.00000%	0.00000%	0.00000%	0.00083%	0	0	0
SL1344_1405	rstA 	SL1344_1405 hypothetical two-component response regulator 1508142:1508873 reverse MW:27202	27185	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1408	ydgH 	SL1344_1408 hypothetical exported protein 1511078:1512022 reverse MW:33915	33894	0.00000%	0.00000%	0.00000%	0.00000%	-5.4780472968	-7.6126052558	-2.134557959
SL1344_1409	pntA 	SL1344_1409 pyridine nucleotide transhydrogenase subunit-alpha 1512549:1514078 forward MW:54266	54231	0.00000%	0.00007%	0.00312%	0.01370%	0	-6.9541963104	-6.9541963104
SL1344_1410	pntB 	SL1344_1410 pyridine nucleotide transhydrogenase subunit-beta 1514089:1515477 forward MW:48869	48838	0.00000%	0.00000%	0.00000%	0.00124%	-9.3442959079	-8.6617780978	0.6825178101
SL1344_1418	mlc 	SL1344_1418 hypothetical regulatory protein 1521955:1523175 forward MW:44225	44197	0.00000%	0.00000%	0.00650%	0.00405%	0	0	0
SL1344_1419	bioD 	SL1344_1419 Dethiobiotin synthetase 1523301:1523996 forward MW:24782	24766	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1425	ynfI 	SL1344_1425 conserved hypothetical protein 1529128:1529742 reverse MW:23480	23466	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1427	0	SL1344_1427 hypothetical anaerobic dimethyl sulfoxide reductase 1530644:1531261 reverse MW:22765	22751	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1428	dmsA2 	SL1344_1428 hypothetical dimethyl sulphoxide reductase subunit 1531272:1533707 reverse MW:89774	89717	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1429	dmsA1 	SL1344_1429 hypothetical dimethyl sulphoxide reductase subunit 1533806:1536247 reverse MW:90116	90058	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1430	ynfD 	SL1344_1430 hypothetical exported protein 1536401:1536709 reverse MW:10574	10568	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1431	ynfC 	SL1344_1431 conserved hypothetical protein 1536804:1537523 forward MW:26571	26554	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1432	speG 	SL1344_1432 spermidine N1-acetyltransferase 1537564:1538124 reverse MW:22052	22038	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1433	ynfB 	SL1344_1433 hypothetical secreted protein 1538160:1538501 reverse MW:12846	12838	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1436	rspB 	SL1344_1436 starvation sensing protein RspB 1540327:1541346 forward MW:36914	36891	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1438	ydfI 	SL1344_1438 hypothetical D-mannonate oxidoreductase 1542923:1544389 forward MW:53897	53862	0.00000%	0.00000%	0.00000%	0.00000%	0	-6.3575520046	-6.3575520046
SL1344_1439	ydfZ 	SL1344_1439 conserved hypothetical protein 1544456:1544659 reverse MW:7222	7218	0.00000%	0.00000%	0.00000%	0.00082%	0	-5.4262647547	-5.4262647547
SL1344_1440	ydfH 	SL1344_1440 hypothetical regulatory protein 1544840:1545526 reverse MW:26303	26286	0.00000%	0.00000%	0.00000%	0.00043%	0	0	0
SL1344_1441	ydfG 	SL1344_1441 hypothetical oxidoreductase 1545656:1546402 reverse MW:27043	27026	0.00000%	0.00000%	0.00000%	0.00000%	-4.3750394313	-4.9541963104	-0.579156879
SL1344_1442	dcp 	SL1344_1442 dipeptidyl carboxypeptidase II 1546541:1548583 forward MW:77261	77212	0.00000%	0.00016%	0.00332%	0.00496%	0	-7.7615512324	-7.7615512324
SL1344_1444	ydeJ 	SL1344_1444 conserved hypothetical protein 1549230:1549757 reverse MW:18911	18899	0.00000%	0.00000%	0.00000%	0.00217%	0	0	0
SL1344_1445	ydeI 	SL1344_1445 hypothetical periplasmic protein 1550184:1550576 forward MW:14385	14376	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1453	yneJ 	SL1344_1453 hypothetical regulatory protein 1557061:1557933 reverse MW:31984	31963	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1454	yneI 	SL1344_1454 hypothetical oxidoreductase 1558036:1559424 forward MW:48966	48935	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1456	yneG 	SL1344_1456 conserved hypothetical protein 1560423:1560782 forward MW:13638	13630	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1458	0	SL1344_1458 hypothetical exported protein 1562009:1562551 reverse MW:19735	19723	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1459	0	SL1344_1459 outer membrane protein 1563370:1564386 forward MW:37347	37323	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1462	hyaF2 	SL1344_1462 hydrogenase-1 operon protein HyaF2 1565756:1566817 reverse MW:39501	39476	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1463	hyaE2 	SL1344_1463 hydrogenase-1 operon protein HyaE2 1566835:1567245 reverse MW:15270	15261	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1465	hyaD2 	SL1344_1465 hydrogenase 1 maturation protease 1567541:1568149 reverse MW:22145	22131	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1467	hyaB2 	SL1344_1467 uptake hydrogenase-1 large subunit 1568849:1570651 reverse MW:66846	66804	0.00000%	0.00000%	0.00000%	0.00000%	0	-7	-7
SL1344_1469	0	SL1344_1469 hypothetical secreted hydrolase 1572186:1573277 forward MW:40272	40246	0.00000%	0.00000%	0.00000%	0.00128%	-4.4594316186	-3.5849625007	0.8744691179
SL1344_1470	0	SL1344_1470 hypothetical regulatory protein 1573443:1574114 forward MW:25347	25331	0.00000%	0.00015%	0.00330%	0.00180%	0	0	0
SL1344_1471	0	SL1344_1471 hypothetical alcohol dehydrogenase 1574173:1575198 reverse MW:37247	37223	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.8887432489	-7.8887432489
SL1344_1476	0	SL1344_1476 hypothetical regulatory protein 1581046:1581534 forward MW:18280	18269	0.00000%	0.00000%	0.00000%	0.00237%	0	0	0
SL1344_1477	0	SL1344_1477 hypothetical isomerase 1581727:1582806 forward MW:41197	41171	0.00000%	0.00000%	0.00000%	0.00000%	-4.3966047812	-3.475733431	0.9208713502
SL1344_1478	0	SL1344_1478 conserved hypothetical protein 1582858:1583247 reverse MW:14336	14327	0.00000%	0.00016%	0.00337%	0.00178%	0	0	0
SL1344_1479	0	SL1344_1479 plasmid stability protein 1583418:1583702 reverse MW:11076	11069	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1480	0	SL1344_1480 plasmid stability protein 1583692:1583940 reverse MW:9090	9085	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1484	0	SL1344_1484 conserved hypothetical protein 1587258:1588724 reverse MW:55726	55691	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.4262647547	-5.4262647547
SL1344_1485	0	SL1344_1485 hypothetical LacI-family transcriptional regulator 1588983:1589990 forward MW:37250	37226	0.00000%	0.00000%	0.00000%	0.00043%	0	0	0
SL1344_1488	glgX 	SL1344_1488 glycogen debranching protein 1592913:1594988 reverse MW:78543	78494	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.3219280949	-5.3219280949
SL1344_1489	0	SL1344_1489 hypothetical hydrolase 1595045:1597573 reverse MW:95029	94970	0.00000%	0.00000%	0.00000%	0.00040%	0	0	0
SL1344_1490	0	SL1344_1490 hypothetical hydrolase 1597570:1599354 reverse MW:65774	65733	0.00000%	0.00000%	0.00000%	0.00000%	-9.3944626946	-6.3923174228	3.0021452718
SL1344_1491	0	SL1344_1491 hypothetical exported protein 1599483:1600268 reverse MW:28863	28845	0.00000%	0.00000%	0.00673%	0.00084%	0	0	0
SL1344_1492	hdeB 	SL1344_1492 hypothetical secreted protein 1600411:1600740 reverse MW:11872	11865	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1493	osmC 	SL1344_1493 osmotically inducible protein C 1601090:1601521 reverse MW:15102	15093	0.00000%	0.00000%	0.00000%	0.00000%	0	-6.5235619561	-6.5235619561
SL1344_1495	rpsV 	SL1344_1495 30S ribosomal protein S22 1602344:1602487 forward MW:5369	5366	0.00000%	0.00000%	0.00000%	0.00092%	-5.4262647547	0.0324214777	5.4586862324
SL1344_1496	sfcA 	SL1344_1496 NAD-linked malic enzyme; malate oxidoreductase 1602664:1604361 forward MW:62896	62856	0.00000%	0.00045%	0.01935%	0.00044%	0	-7	-7
SL1344_1497	adhP 	SL1344_1497 alcohol dehydrogenase 1604728:1605657 forward MW:32546	32526	0.00000%	0.00000%	0.00000%	0.00128%	-4.3793783671	-3.936637939	0.4427404281
SL1344_1498	fdnI 	SL1344_1498 formate dehydrogenase, nitrate-inducible, cytochrome b556(fdn) subunit (formate dehydrogenase-n gamma subunit) (fdh-n gamma subunit) (anaerobic formate dehydrogenase cytochrome b556 subunit) 1605748:1606389 reverse MW:24968	24951	0.00000%	0.00016%	0.00333%	0.00245%	0	0	0
SL1344_1499	fdnH 	SL1344_1499 formate dehydrogenase, nitrate-inducible, iron-sulfur subunit (formate dehydrogenase-n beta subunit) (fdh-n beta subunit) (anaerobic formate dehydrogenase iron-sulfur subunit) 1606397:1607281 reverse MW:32314	32293	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1500	fdnG 	SL1344_1500 formate dehydrogenase N (nitrate-inducible, alpha subunit) 1607295:1610342 reverse MW:112768	112696	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.4262647547	-7.4262647547
SL1344_1503	ompD 	SL1344_1503 Outer membrane protein 1611987:1613114 forward MW:41296	41271	0.00000%	0.00000%	0.00000%	0.00172%	-4.4008794363	-9.5378250592	-5.136945623
SL1344_1504	0	SL1344_1504 conserved hypothetical protein 1613198:1613638 forward MW:16696	16685	0.00000%	0.00016%	0.00338%	0.11893%	0	0	0
SL1344_1508	narZ 	SL1344_1508 respiratory nitrate reductase 2 alpha chain 1617540:1621280 forward MW:140116	140026	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1512	yddE 	SL1344_1512 conserved hypothetical protein 1624299:1625192 forward MW:32151	32131	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1513	nhoA 	SL1344_1513 N-hydroxyarylamine O-acetyltransferase 1625228:1626073 reverse MW:32178	32157	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1517	0	SL1344_1517 possible ATP-binding protein 1629438:1630499 reverse MW:38504	38480	0.00000%	0.00000%	0.00000%	0.00000%	0	-11.9494619794	-11.9494619794
SL1344_1519	yncC 	SL1344_1519 hypothetical regulatory protein 1632950:1633615 reverse MW:24796	24780	0.00000%	0.00000%	0.00000%	0.03955%	0	0	0
SL1344_1520	yncB 	SL1344_1520 hypothetical NADP-dependent oxidoreductase 1633949:1634986 reverse MW:37762	37738	0.00000%	0.00000%	0.00000%	0.00000%	-8.2714630279	-5.2479275134	3.0235355145
SL1344_1521	yncA 	SL1344_1521 hypothetical acetyltransferase 1635198:1635713 forward MW:19187	19176	0.00000%	0.00000%	0.00309%	0.00038%	0	0	0
SL1344_1524	srfA 	SL1344_1524  virulence  protein 1636624:1637943 forward MW:47342	47313	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1525	srfB 	SL1344_1525  virulence  protein 1637948:1640929 forward MW:110912	110842	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1526	srfC 	SL1344_1526  virulence  protein 1640926:1643070 forward MW:79532	79482	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1528	ydcW 	SL1344_1528 hypothetical aldehyde dehydrogenase 1643687:1645132 reverse MW:52038	52004	0.00000%	0.00000%	0.00000%	0.00000%	2.8073549221	-4.1699250014	-6.9772799235
SL1344_1529	ydcR 	SL1344_1529 hypothetical regulatory protein 1645247:1646671 reverse MW:53172	53139	0.00000%	0.00007%	0.00000%	0.00126%	0	-6.3398500029	-6.3398500029
SL1344_1530	pdgL 	SL1344_1530 D-alanyl-D-alanine dipeptidase 1646807:1647577 reverse MW:28996	28978	0.00000%	0.00000%	0.00000%	0.00081%	-5.4002226209	-2.3975923648	3.002630256
SL1344_1534	ydcP 	SL1344_1534 hypothetical peptidase 1650489:1652453 reverse MW:73058	73011	0.00000%	0.00026%	0.01098%	0.00137%	0	0	0
SL1344_1535	ydcN 	SL1344_1535 hypothetical DNA-binding protein 1652532:1653068 reverse MW:19804	19792	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1537	0	SL1344_1537 hypothetical lipoprotein 1654391:1655059 reverse MW:24439	24424	0.00000%	0.00000%	0.00000%	0.00000%	3	3	0
SL1344_1538	tehB 	SL1344_1538 tellurite resistance protein TehB 1655215:1655811 reverse MW:22144	22130	0.00000%	0.00008%	0.00000%	0.00000%	0	0	0
SL1344_1541	rimL 	SL1344_1541 ribosomal-protein-serine acetyltransferase 1657895:1658434 reverse MW:20605	20592	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1549	aac 	SL1344_1549 aminoglycoside 6~-N-acetyltransferase 1664211:1664648 forward MW:16375	16365	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1552	ydcG 	SL1344_1552 glucan biosynthesis protein D 1666680:1668335 reverse MW:62227	62187	0.00000%	0.00000%	0.00000%	0.00000%	0	-8.5736471875	-8.5736471875
SL1344_1553	0	SL1344_1553 hypothetical esterase 1668555:1670063 reverse MW:55708	55672	0.00000%	0.00000%	0.00000%	0.00381%	0	0	0
SL1344_1554	0	SL1344_1554 conserved hypothetical protein 1670112:1671455 reverse MW:50965	50933	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1555	ydcI 	SL1344_1555 hypothetical LysR-family transcriptional regulatory protein 1671748:1672671 forward MW:33085	33065	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1556	trg 	SL1344_1556 methyl-accepting chemotaxis protein III (mcp-iii) (ribose and galactose chemoreceptor protein) 1672732:1674357 reverse MW:58303	58267	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1557	adhC 	SL1344_1557 alcohol dehydrogenase class III (ec 1.1.1.1) (glutathione-dependent formaldehyde dehydrogenase) (ec 1.2.1.1) (fdh) (faldh) 1674526:1675644 reverse MW:39255	39230	0.00000%	0.00000%	0.00000%	0.00000%	0	-7.022367813	-7.022367813
SL1344_1558	0	SL1344_1558 conserved hypothetical protein 1675676:1675951 reverse MW:10186	10179	0.00000%	0.00000%	0.00000%	0.00130%	0	0	0
SL1344_1563	0	SL1344_1563 hypothetical periplasmic amino acid-binding protein 1680744:1681505 forward MW:28439	28420	0.00000%	0.00000%	0.00000%	0.00000%	-6.6417937233	2.8073549221	9.4491486454
SL1344_1568	0	SL1344_1568 possible methyltransferase 1685743:1686405 forward MW:24369	24353	0.00000%	0.00007%	0.00699%	0.00000%	0	0	0
SL1344_1569	cybB 	SL1344_1569 cytochrome b561 (cytochrome b-561) 1686676:1687206 reverse MW:20268	20255	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1570	ydcF 	SL1344_1570 conserved hypothetical protein 1687323:1688123 reverse MW:29486	29468	0.00000%	0.00000%	0.00000%	0.00000%	0	-5.3575520046	-5.3575520046
SL1344_1571	hrpA 	SL1344_1571 ATP-dependent helicase HrpA 1688187:1692089 reverse MW:148644	148550	0.00000%	0.00000%	0.00000%	0.00041%	0	0	0
SL1344_1572	acpD 	SL1344_1572 Acyl carrier protein phosphodiesterase 1692290:1692895 forward MW:21628	21614	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1575	ynbE 	SL1344_1575 hypothetical lipoprotein 1693815:1694006 reverse MW:7051	7047	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1576	ydbH 	SL1344_1576 hypothetical exported protein 1694006:1696642 reverse MW:96619	96558	0.00000%	0.00000%	0.00000%	0.00000%	0	0	0
SL1344_1577	ldhA 	SL1344_1577 D-lactate dehydrogenase 1696882:1697871 forward MW:36417	36393	0.00000%	0.00000%	0.00000%	0.00000%	-8.3880172853	-7.022367813	1.3656494723
SL1344_1578	hslJ 	SL1344_1578 heat shock protein (hslJ) 1697982:1698392 forward MW:14667	14657	0.00000%	0.00000%	0.00335%	0.00130%	0	0	0
SL1344_1581	nifJ 	SL1344_1581 probable pyruvate-flavodoxin oxidoreductase 1698978:1702502 forward MW:128580	128498	0.00000%	0.00000%	0.00000%	0.00000%	-9.3619437737	0	9.3619437737
