Gene	Alias	BRecon Gene function	JCVI Common Name	Primary Common Name	Primary Enzyme Commission #	JCVI 5' End	JCVI 3' End	JCVI  Sequence Length	JCVI  Protein Length	UniProt Accession	GenBank ID	GO Term
STM1765	narK-2		nitrite extrusion protein	MFS superfamily, nitrite extrusion protein	No Data	1863818	1862544	1275	424	Q8ZP36	AAL20680.1	No Data
STM1771	chaA		cation/proton antiporter	CaCA family, sodium-calcium/proton antiporter	No Data	1869253	1870353	1101	366	Q8ZP32	AAL20686.1	No Data
STM1772	kdsA		2-dehydro-3-deoxyphosphooctonate aldolase	3-deoxy-D-manno-octulosonic acid 8-P synthetase	4.1.2.16	1871261	1870407	855	284	P65215	AAL20687.1	GO:0008676
STM1777	hemA		glutamyl-tRNA reductase	glutamyl tRNA reductase	1.-.-.-	1875710	1874454	1257	418	P0A1Q6	AAL20692.1	GO:0006779
STM1779	ispE		4-diphosphocytidyl-2C-methyl-D-erythritol kinase	isopentenyl monophosphate kinase	2.7.-.-	1876644	1877495	852	283	P30753	AAL20694.1	GO:0008299
STM1780	prsA		phosphoribosylpyrophosphate synthetase	phosphoribosylpyrophosphate synthetase	2.7.6.1	1877695	1878708	1014	337	P0A1V6	AAL20695.1	No Data
STM1786	hydA	hydrogenase-1 small subunit	quinone-reactive Ni/Fe hydrogenase, small subunit	hydrogenase-1 small subunit	1.18.99.1	1884858	1885946	1089	362	Q8ZP28	AAL20701.1	No Data
STM1787	hydB	hydrogenase-1 large subunit	quinone-reactive Ni/Fe hydrogenase, large subunit	hydrogenase-1 large subunit	1.18.99.1	1885943	1887736	1794	597	Q8ZP27	AAL20702.1	No Data
STM1788	no	putative Ni/Fe-hydrogenase 1 b-type cytochrome subunit	quinone-reactive Ni/Fe hydrogenase, cytochrome b subunit, putative	putative Ni/Fe-hydrogenase 1 b-type cytochrome subunit	No Data	1887755	1888486	732	243	Q8ZP26	AAL20703.1	No Data
STM1792	cydA-1	putative cytochrome oxidase, subunit I	cytochrome d ubiquinol oxidase, subunit I	putative cytochrome oxidase, subunit I	1.10.3.	1890393	1891937	1545	514	Q8ZP24	AAL20707.1	GO:0006118
STM1793	cydB	putative cytochrome oxidase, subunit II	cytochrome d ubiquinol oxidase, subunit II	putative cytochrome oxidase, subunit II	1.10.3.	1891949	1893085	1137	378	Q8ZP23	AAL20708.1	GO:0006118
STM1796	treA		Trehalase	trehalase, periplasmic	3.2.1.28	1895070	1896782	1713	570	Q8ZP20	AAL20711.1	No Data
STM1799	emtA		membrane-bound lytic murein transglycosylase E	membrane-bound lytic murein transglycosylase E	3.2.1.-	1898627	1898016	612	203	Q7CQE4	AAL20714.1	No Data
STM1800	mccF-2		L, D-carboxyprptidase	putative homologs of microcin C7 resistance protein	No Data	1898798	1899712	915	304	Q8ZP18	AAL20715.1	GO:0030153
STM1802	alr		alanine racemase	alanine racemase 2, catabolic	5.1.1.1	1902675	1901605	1071	356	P06191	AAL20717.1	GO:0008784
STM1803	dadA		d-amino acid dehydrogenase small subunit	D-amino acid dehydrogenase subunit	1.4.99.1	1903987	1902689	1299	432	Q8ZP17	AAL20718.1	No Data
STM1806	nhaB		Na+/H+ antiporter NhaB	NhaB family of transport protein, Na+/H+ antiporter	No Data	1906828	1908372	1545	514	Q8ZP14	AAL20721.1	GO:0006814
STM1807	dsbB		reoxidizes DsbA protein following formation of disulfide bond in P-ring of flagella.	putative disulfide oxidoreductase, reoxidizes DsbA protein	No Data	1908514	1909044	531	176	P63993	AAL20722.1	No Data
STM1818	fadD		acyl-CoA synthetase (long-chain-fatty-acid--CoA ligase) (2nd module)	acyl-CoA synthetase (long-chain-fatty-acid--CoA ligase)	6.2.1.3	1916763	1915222	1542	513	P63521	AAL20733.1	No Data
STM1824	pabB		para-aminobenzoate synthase, component I	p-aminobenzoate synthetase, component I	4.1.3.	1921169	1922533	1365	454	P12680	AAL20739.1	GO:0006760
STM1826	sda		L-serine dehydratase, iron-sulfur-dependent, single chain form	L-serine deaminase I/L-threonine deaminase I	4.2.1.13	1923397	1924743	1347	448	Q8ZP07	AAL20741.1	GO:0003941
STM1830	manX		Sugar Specific PTS family, mannose-specific enzyme IIAB (2nd module)	Sugar Specific PTS family, mannose-specific enzyme IIAB	2.7.1.69	1928533	1929501	969	322	Q8ZP03	AAL20745.1	No Data
STM1831	manY		PTS system component	Sugar Specific PTS family, mannose-specific enzyme IIC	No Data	1929554	1930354	801	266	Q7CQD8	AAL20746.1	No Data
STM1832	manZ		Sugar Specific PTS family, mannose-specific enzyme IID	Sugar Specific PTS family, mannose-specific enzyme IID	No Data	1930502	1931218	717	238	Q8ZP02	AAL20747.1	No Data
STM1883	purT		phosphoribosylglycinamide formyltransferase 2	phosphoribosylglycinamide formyltransferase 2	2.1.2.-	1975664	1976842	1179	392	Q8ZNW5	AAL20799.1	GO:0004644
STM1884	eda		4-hydroxy-2-oxoglutarate aldolase/2-deydro-3-deoxyphosphogluconate aldolase	multifunctional:2-keto-3-deoxygluconate 6-phosphate aldolase 2-keto-4-hydroxyglutarate aldolase; oxaloacetate decarboxylase	4.1.3.16	1977583	1976942	642	213	Q8ZNW4	AAL20800.1	GO:0008675
STM1885	edd		6-phosphogluconate dehydratase	6-phosphogluconate dehydratase	4.2.1.12	1979432	1977621	1812	603	Q8ZNW3	AAL20801.1	GO:0004456
STM1886	zwf		glucose-6-phosphate 1-dehydrogenase	glucose-6-phosphate dehydrogenase	1.1.1.49	1981142	1979667	1476	491	Q8ZNW2	AAL20802.1	GO:0004345
STM1888	pyk		pyruvate kinase	pyruvate kinase II, glucose stimulated	2.7.1.40	1982477	1983919	1443	480	Q8ZNW0	AAL20804.1	GO:0004743
STM1889	msbB		lipid A biosynthesis (kdo)2-(lauroyl)-lipid IVA acyltransferase	myristoyl transferase in lipid A biosynthesis, suppressor	2.3.1.-	1984867	1983992	876	291	Q7BUG2	AAL20805.1	GO:0008415
STM1891	znuA		ABC superfamily (bind_prot) high affinity Zn transport protein	ABC superfamily (bind_prot) high affinity Zn transport	No Data	1987416	1986415	1002	333	Q8ZNV8	AAL20807.1	No Data
STM1892.S	znuC		high-affinity zinc transporter ATPase									
STM1893	znuB		zinc ABC transporter, permease protein	ABC superfamily (atp_bind) high affinity Zn transport	No Data	1988190	1988975	786	261	Q8ZNV6	AAL20809.1	GO:0005385
STM1900	ntpA		dATP pyrophosphohydrolase	dATP pyrophosphohydrolase	3.6.1.-	1995008	1994556	453	150	Q8ZNV3	AAL20816.1	No Data
STM1901	aspS		aspartyl-tRNA synthetase	aspartate tRNA synthetase	6.1.1.12	1996883	1995111	1773	590	Q8ZNV2	AAL20817.1	GO:0004815
STM1909	argS		arginyl-tRNA synthetase	arginine tRNA synthetase	6.1.1.19	2002597	2004330	1734	577	P74871	AAL20825.1	GO:0004814
STM1928	otsA		trehalose-6-phosphate synthase	trehalose-6-phosphate synthase	2.4.1.15	2024721	2023300	1422	473	P0A1Q0	AAL20844.1	No Data
STM1929	otsB		trehalose-phosphatase	trehalose-6-phosphate phophatase, biosynthetic	3.1.3.12	2025499	2024696	804	267	Q9L894	AAL20845.1	GO:0005992
STM1933	no		conserved domain protein	putative ribose 5-phosphate isomerase	5.3.1.6	2028542	2027922	621	206	Q8ZNU6	AAL20848.1	No Data
STM1937	tyrP		HAAAP family, tyrosine-specific transport protein	HAAAP family, tyrosine-specific transport protein	No Data	2030400	2031611	1212	403	Q7CQC0	AAL20852.1	No Data
STM1945	pgsA		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	phosphatidylglycerophosphate synthetase (CDP-1,2-diacyl-sn-glycero-3-phosphate phosphatidyl transferase)	2.7.8.5	2036361	2035813	549	182	Q7CQB9	AAL20857.1	GO:0008444
STM1954	fliY		cystine ABC transporter, periplasmic cystine-binding protein	putative periplasmic binding transport protein	No Data	2043948	2043190	759	252	Q9ZNM2	AAL20866.1	GO:0006865
STM1963	amyA		alpha-amylase	cytoplasmic alpha-amylase	3.2.1.1	2051778	2053151	1374	457	P26613	AAL20875.1	No Data
STM2009	amn		AMP nucleosidase	AMP nucleosidase	3.2.2.4	2092761	2091307	1455	484	Q8ZNS0	AAL20915.1	No Data
STM2016	cobT		dimethylbenzimidazole phosphoribosyltransferase	nicotinate-nucleotide dimethylbenzimidazole-P phophoribosyl transferase	2.4.2.21	2098373	2097303	1071	356	Q05603	AAL20920.1	No Data
STM2017	cobS		cobalamin 5-phosphate synthase	cobalamin 5-phosphate synthase	No Data	2099143	2098400	744	247	Q05602	AAL20921.1	GO:0008818
STM2018	cobU		cobinamide kinase/cobinamide phosphate guanylyltransferase	bifunctional: cobinamide kinase cobinamide phosphate guanylyltransferase	No Data	2099685	2099140	546	181	Q05599	AAL20922.1	GO:0008819
STM2019	cbiP	synthesis of vitamin B12 adenosyl cobalamide precursor, cobyric acid synthase	cobyric acid synthase CobQ	synthesis of vitamin B12 adenosyl cobalamide precursor	No Data	2101202	2099682	1521	506	Q05597	AAL20923.1	GO:0003824
STM2020	cbiO	synthesis of vitamin B12 adenosyl cobalamide precursor	membrane associated ATPase	synthesis of vitamin B12 adenosyl cobalamide precursor	No Data	2101840	2101199	642	213	Q05596	AAL20924.1	No Data
STM2021	cbiQ	synthesis of vitamin B12 adenosyl cobalamide precursor	membrane protein	synthesis of vitamin B12 adenosyl cobalamide precursor	No Data	2102703	2102023	681	226	Q05598	AAL20925.1	No Data
STM2022	cbiN	synthesis of vitamin B12 adenosyl cobalamide precursor	cobalt transport protein cbin. {salmonella	synthesis of vitamin B12 adenosyl cobalamide precursor	No Data	2102968	2102687	282	93	Q05595	AAL20926.1	No Data
STM2023	cbiM	synthesis of vitamin B12 adenosyl cobalamide precursora, cobalt transport protein	cobalamin biosynthesis protein CbiM	synthesis of vitamin B12 adenosyl cobalamide precursor	No Data	2103707	2102970	738	245	Q05594	AAL20927.1	GO:0005554
STM2024	cbiL	synthesis of vitamin B12 adenosyl cobalamide precursor	precorrin-2 C20-methyltransferase	synthesis of vitamin B12 adenosyl cobalamide precursor	2.1.1.130	2104417	2103704	714	237	Q05593	AAL20928.1	No Data
STM2025	cbiK	synthesis of vitamin B12 adenosyl cobalamide precursor	cobalt chelatase	synthesis of vitamin B12 adenosyl cobalamide precursor	No Data	2105208	2104414	795	264	Q05592	AAL20929.1	No Data
STM2026	cbiJ	synthesis of vitamin B12 adenosyl cobalamide precursor	precorrin-6x reductase	synthesis of vitamin B12 adenosyl cobalamide precursor	1.3.1.54	2105981	2105211	771	256	Q05591	AAL20930.1	GO:0009236
STM2027	cbiH	synthesis of vitamin B12 adenosyl cobalamide precursor	precorrin-3B C17-methyltransferase	synthesis of vitamin B12 adenosyl cobalamide precursor	2.1.1.131	2106724	2105999	726	241	Q05590	AAL20931.1	No Data
STM2028	cbiG	synthesis of vitamin B12 adenosyl cobalamide precursor	cbig protein. {salmonella	synthesis of vitamin B12 adenosyl cobalamide precursor	No Data	2107779	2106724	1056	351	Q05631	AAL20932.1	No Data
STM2029	cbiF	synthesis of vitamin B12 adenosyl cobalamide precursor	precorrin-4 C11-methyltransferase	synthesis of vitamin B12 adenosyl cobalamide precursor	2.1.1.133	2108533	2107760	774	257	P0A2G9	AAL20933.1	GO:0009236
STM2030	cbiT	synthesis of vitamin B12 adenosyl cobalamide precursor	precorrin-8w decarboxylase	synthesis of vitamin B12 adenosyl cobalamide precursor	1.-.-.	2109098	2108517	582	193	Q05632	AAL20934.1	No Data
STM2031	cbiE	synthesis of vitamin B12 adenosyl cobalamide precursor	precorrin-6y c5,15-methyltransferase, putative	synthesis of vitamin B12 adenosyl cobalamide precursor	2.1.1.132	2109690	2109085	606	201	P0A2H1	AAL20935.1	No Data
STM2032	cbiD	synthesis of vitamin B12 adenosyl cobalamide precursor	cobalamin biosynthesis protein CbiD	synthesis of vitamin B12 adenosyl cobalamide precursor	No Data	2110823	2109684	1140	379	Q05628	AAL20936.1	GO:0005554
STM2033	cbiC	synthesis of vitamin B12 adenosyl cobalamide precursor	precorrin-8x methylmutase	synthesis of vitamin B12 adenosyl cobalamide precursor	5.4.1.2	2111455	2110823	633	210	Q05601	AAL20937.1	No Data
STM2034	cbiB	synthesis of vitamin B12 adenosyl cobalamide precursor	cobalamin biosynthesis protein CobD	synthesis of vitamin B12 adenosyl cobalamide precursor	No Data	2112425	2111466	960	319	Q05600	AAL20938.1	GO:0003824
STM2035	cbiA	synthesis of vitamin B12 adenosyl cobalamide precursor	cobyrinic acid a,c-diamide synthase	synthesis of vitamin B12 adenosyl cobalamide precursor	No Data	2113525	2112422	1104	367	P29946	AAL20939.1	GO:0004040
STM2037	pduF	Propanediol utilization: propanediol diffusion facilitator (uniporter!); similar zu glpF (Glycerol facilitator protein in E.coli)	PduF	Propanediol utilization: propanediol diffusion facilitator	No Data	2116639	2115527	1113	370	P37451	AAL20941.1	No Data
STM2040	pduC	Propanediol utilization: dehydratase, large subunit	glycerol dehydratase large subunit	Propanediol utilization: dehydratase, large subunit	4.2.1.30	2118048	2119622	1575	524	P37450	AAL20944.1	No Data
STM2041	pduD	Propanediol utilization: dehydratase, medium subunit	Propanediol utilization: dehydratase, medium subunit	Propanediol utilization: dehydratase, medium subunit	4.2.1.30	2119633	2120307	675	224	O31041	AAL20945.1	No Data
STM2042	pduE	Propanediol utilization: dehydratase, small subunit	Propanediol utilization: dehydratase, small subunit	Propanediol utilization: dehydratase, small subunit	4.2.1.30	2120322	2120843	522	173	O31042	AAL20946.1	No Data
STM2043	pduG	Propanediol utilization: diol dehydratase reactivation	Propanediol utilization: diol dehydratase reactivation	Propanediol utilization: diol dehydratase reactivation	No Data	2120853	2122685	1833	610	O31043	AAL20947.1	No Data
STM2044	pduH	Propanediol utilization: diol dehydratase reactivation	PduH	Propanediol utilization: diol dehydratase reactivation	No Data	2122675	2123025	351	116	Q8ZNR6	AAL20948.1	No Data
STM2047	pduL	Propanediol utilization	Propanediol utilization	Propanediol utilization	No Data	2123805	2124437	633	210	Q9XDN5	AAL20951.1	No Data
STM2050	pduO	Propanediol utilization: B12 related	hyghly similar to Salmonella enterica PduO protein	Propanediol utilization: B12 related	No Data	2125214	2126224	1011	336	Q8ZNR5	AAL20954.1	No Data
STM2051	pduP	Propanediol utilization: CoA-dependent propionaldehyde dehydrogenase	alcohol dehydrogenase/acetaldehyde dehydrogenase, putative	Propanediol utilization: CoA-dependent propionaldehyde dehydrogenase	No Data	2126221	2127615	1395	464	Q9XDN1	AAL20955.1	GO:0004025
STM2052	pduQ	Propanediol utilization: propanol dehydrogenase	alcohol dehydrogenase, iron-containing	Propanediol utilization: propanol dehydrogenase	No Data	2127681	2128739	1059	352	Q9XDN0	AAL20956.1	GO:0004025
STM2057	pduW	Propanediol utilization: propionate kinase	acetate kinase	Propanediol utilization: propionate kinase	2.7.2.1	2131440	2132654	1215	404	P74879	AAL20961.1	GO:0006113
STM2058	pduX	Cobalamin synthesis	Propanediol utilization	Propanediol utilization	No Data	2132748	2133614	867	288	Q9XDM4	AAL20962.1	No Data
STM2062	dacD		penicillin-binding protein 6b precursor	DD-carboxypeptidase, penicillin-binding protein 6b	3.4.16.4	2137074	2136025	1050	349	P37604	AAL20966.1	No Data
STM2063	phsC	Hydrogen sulfide production: membrane anchoring protein	membrane anchoring protein	Hydrogen sulfide production: membrane anchoring protein	No Data	2138085	2137321	765	254	P37602	AAL20967.1	No Data
STM2064	phsB	Hydrogen sulfide production: iron- sulfur subunit; electron transfer	iron-sulfur protein	Hydrogen sulfide production: iron- sulfur subunit electron	No Data	2138660	2138082	579	192	P0A1I1	AAL20968.1	No Data
STM2065	phsA	Hydrogen sulfide production: membrane anchoring protein	molybdopterin oxidoreductase, molybdopterin binding subunit, putative	Hydrogen sulfide production: membrane anchoring protein	No Data	2140951	2138675	2277	758	P37600	AAL20969.1	No Data
STM2071	hisG		ATP phosphoribosyltransferase	ATP phosphoribosyltransferase	2.4.2.17	2149525	2150514	990	329	P00499	AAL20975.1	GO:0000105
STM2072	hisD		histidinol dehydrogenase	histidinal dehydrogenase (also histidinol dehydrogenase activity)	1.1.1.23	2150617	2151921	1305	434	P10370	AAL20976.1	GO:0000105
STM2073	hisC		histidinol-phosphate aminotransferase	histidinol phosphate aminotransferase	2.6.1.9	2151918	2152997	1080	359	P10369	AAL20977.1	GO:0000105
STM2074	hisB		hisB bifunctional enzyme	bifunctional: imidazoleglycerol-phosphate dehydratase histidinol-phosphatase	4.2.1.19	2152994	2154061	1068	355	P10368	AAL20978.1	No Data
STM2075	hisF		glutamine amidotransferase, subunit with HisF	glutamine amidotransferase, subunit with HisF	2.4.2.	2154061	2154651	591	196	P0A1R4	AAL20979.1	No Data
STM2076	hisA		phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	N-(5-phospho-L-ribosyl-formimino)-5-amino-1-(5-phosphoribosyl)-4-imidazolecarboxamide isomerase	5.3.1.16	2154651	2155388	738	245	P10372	AAL20980.1	GO:0000105
STM2077	hisF		imidazoleglycerol phosphate synthase, cyclase subunit	imidazole glycerol phosphate synthase, subunit with HisH	2.4.2.	2155370	2156146	777	258	P0A1R2	AAL20981.1	GO:0000105
STM2078	hisI		phosphoribosyl-AMP cyclohydrolase and phosphoribosyl-ATP pyrophosphohydrolase	bifunctional: phosphoribosyl-AMP cyclohydrolase phosphoribosyl-ATP pyrophosphatase	3.6.1.31	2156140	2156751	612	203	P10367	AAL20982.1	No Data
STM2079	wzzB		chain length determinant protein	regulator of length of O-antigen component of	No Data	2157869	2156832	1038	345	Q04866	AAL20983.1	No Data
STM2080	udg		udp-glucose 6-dehydrogenase	UDP-glucose/GDP-mannose dehydrogenase	1.1.1.22	2159124	2157958	1167	388	Q04873	AAL20984.1	No Data
STM2081	gnd		6-phosphogluconate dehydrogenase, decarboxylating	gluconate-6-phosphate dehydrogenase, decarboxylating	1.1.1.44	2160767	2159361	1407	468	P14062	AAL20985.1	GO:0004616
STM2082	rfbP	LPS side chain defect: bifunctional enzyme: undecaprenol-phosphate galactosephosphotransferase, and O-antigen transfer	undecaprenyl-phosphate galactosephosphotransferase	LPS side chain defect: bifunctional enzyme: undecaprenol-phosphate	No Data	2162361	2160931	1431	476	P26406	AAL20986.1	No Data
STM2083	rfbK	LPS side chain defect: phosphomannomutase	phosphomannomutase	LPS side chain defect: phosphomannomutase	1.1.1.44	2163866	2162433	1434	477	P26405	AAL20987.1	No Data
STM2084	no	LPS side chain defect: mannose-1-phosphate guanylyltransferase	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	LPS side chain defect: mannose-1-phosphate guanylyltransferase	1.1.1.44	2165292	2163853	1440	479	P26404	AAL20988.1	No Data
STM2085	rfbN	LPS side chain defect: rhamnosyl transferase	o antigen biosynthesis rhamnosyltransferase rfbn	LPS side chain defect: rhamnosyl transferase	No Data	2166237	2165293	945	314	P26403	AAL20989.1	No Data
STM2086	rfbU	LPS side chain defect: mannosyl transferase	rfbu protein. {salmonella	LPS side chain defect: mannosyl transferase	No Data	2167299	2166238	1062	353	P26402	AAL20990.1	No Data
STM2087	rfbV	LPS side chain defect: abequosyltransferase	rfbv protein	LPS side chain defect: abequosyltransferase	No Data	2168620	2167619	1002	333	P26401	AAL20991.1	No Data
STM2088	rfbX	LPS side chain defect: putative O-antigen transferase	LPS side chain defect: putative O-antigen transferase	LPS side chain defect: putative O-antigen transferase	No Data	2169917	2168625	1293	430	P26400	AAL20992.1	No Data
STM2089	rfbJ	LPS side chain defect: CDP-abequose synthase	cdp-abequose synthase	LPS side chain defect: CDP-abequose synthase	No Data	2170907	2169999	909	302	P0A1P4	AAL20993.1	No Data
STM2090	rfbH	LPS side chain defect: CDP-6deoxy-D-xylo-4-hexulose-3-dehydrase	lipopolysaccharide biosynthesis protein rfbh. {salmonella	LPS side chain defect: CDP-6deoxy-D-xylo-4-hexulose-3-dehydrase	No Data	2172239	2170926	1314	437	P26398	AAL20994.1	No Data
STM2091	rfbG	LPS side chain defect: CDP glucose 4,6-dehydratase	cdp-glucose 4,6-dehydratase	LPS side chain defect: CDP glucose 4,6-dehydratase	1.1.1.44	2173345	2172266	1080	359	P26397	AAL20995.1	No Data
STM2092	rfbF	LPS side chain defect: glucose-1-phosphate cytidylyltransferase	glucose-1-phosphate cytidylyltransferase	LPS side chain defect: glucose-1-phosphate cytidylyltransferase	1.1.1.44	2174123	2173350	774	257	P26396	AAL20996.1	No Data
STM2093	rfbI	LPS side chain defect: CDP-6-deoxy-delta3,4-glucoseen reductase	LPS side chain defect: CDP-6-deoxy-delta3,4-glucoseen reductase	LPS side chain defect: CDP-6-deoxy-delta3,4-glucoseen reductase	No Data	2175112	2174120	993	330	P26395	AAL20997.1	No Data
STM2094	rfbC		dTDP-4-dehydrorhamnose 3,5-epimerase	dTDP-4,deoxyrhamnose 3,5 epimerase	5.1.3.13	2175669	2175118	552	183	P26394	AAL20998.1	GO:0008830
STM2095	rfbA		glucose-1-phosphate thymidylyltransferase	dTDP-glucose pyrophosphorylase	2.7.7.24	2176548	2175670	879	292	P26393	AAL20999.1	GO:0008879
STM2096	rfbD		dTDP-4-dehydrorhamnose reductase	TDP-rhamnose synthetase	1.1.1.133	2177495	2176596	900	299	P26392	AAL21000.1	GO:0008831
